,State,Abbreviation,Year,variable,value
1564,North Carolina,NC,1988,Annual Change (%),4.98
1565,North Carolina,NC,1989,Annual Change (%),2.93
1566,North Carolina,NC,1990,Annual Change (%),1.92
1567,North Carolina,NC,1991,Annual Change (%),1.56
1568,North Carolina,NC,1992,Annual Change (%),1.77
1569,North Carolina,NC,1993,Annual Change (%),1.75
1570,North Carolina,NC,1994,Annual Change (%),3.94
1571,North Carolina,NC,1995,Annual Change (%),5.67
1572,North Carolina,NC,1996,Annual Change (%),3.97
1573,North Carolina,NC,1997,Annual Change (%),4.66
1574,North Carolina,NC,1998,Annual Change (%),3.64
1575,North Carolina,NC,1999,Annual Change (%),3.47
1576,North Carolina,NC,2000,Annual Change (%),4.59
1577,North Carolina,NC,2001,Annual Change (%),4.11
1578,North Carolina,NC,2002,Annual Change (%),2.27
1579,North Carolina,NC,2003,Annual Change (%),1.45
1580,North Carolina,NC,2004,Annual Change (%),3.21
1581,North Carolina,NC,2005,Annual Change (%),6.25
1582,North Carolina,NC,2006,Annual Change (%),7.03
1583,North Carolina,NC,2007,Annual Change (%),4.85
1584,North Carolina,NC,2008,Annual Change (%),1.09
1585,North Carolina,NC,2009,Annual Change (%),-2.94
1586,North Carolina,NC,2010,Annual Change (%),-5.31
1587,North Carolina,NC,2011,Annual Change (%),-3.74
1588,North Carolina,NC,2012,Annual Change (%),-2.51
1589,North Carolina,NC,2013,Annual Change (%),0.85
1590,North Carolina,NC,2014,Annual Change (%),2.56
1591,North Carolina,NC,2015,Annual Change (%),3.78
1592,North Carolina,NC,2016,Annual Change (%),4.57
1593,North Carolina,NC,2017,Annual Change (%),5.37
1594,North Carolina,NC,2018,Annual Change (%),6.29
1595,North Carolina,NC,2019,Annual Change (%),5.21
1596,North Carolina,NC,2020,Annual Change (%),3.68
1597,North Carolina,NC,2021,Annual Change (%),12.48
1598,North Dakota,ND,1975,Annual Change (%),.
1599,North Dakota,ND,1976,Annual Change (%),12.20
1600,North Dakota,ND,1977,Annual Change (%),11.57
1601,North Dakota,ND,1978,Annual Change (%),10.09
1602,North Dakota,ND,1979,Annual Change (%),12.86
1603,North Dakota,ND,1980,Annual Change (%),4.09
1604,North Dakota,ND,1981,Annual Change (%),4.82
1605,North Dakota,ND,1982,Annual Change (%),-15.90
1606,North Dakota,ND,1983,Annual Change (%),20.05
1607,North Dakota,ND,1984,Annual Change (%),4.03
1608,North Dakota,ND,1985,Annual Change (%),-0.99
1609,North Dakota,ND,1986,Annual Change (%),-0.65
1610,North Dakota,ND,1987,Annual Change (%),-0.64
1611,North Dakota,ND,1988,Annual Change (%),-2.14
1612,North Dakota,ND,1989,Annual Change (%),2.29
1613,North Dakota,ND,1990,Annual Change (%),1.02
1614,North Dakota,ND,1991,Annual Change (%),2.60
1615,North Dakota,ND,1992,Annual Change (%),2.48
1616,North Dakota,ND,1993,Annual Change (%),4.71
1617,North Dakota,ND,1994,Annual Change (%),5.13
1618,North Dakota,ND,1995,Annual Change (%),5.55
1619,North Dakota,ND,1996,Annual Change (%),3.72
1620,North Dakota,ND,1997,Annual Change (%),2.78
1621,North Dakota,ND,1998,Annual Change (%),3.81
1622,North Dakota,ND,1999,Annual Change (%),1.81
1623,North Dakota,ND,2000,Annual Change (%),2.98
1624,North Dakota,ND,2001,Annual Change (%),3.97
1625,North Dakota,ND,2002,Annual Change (%),3.96
1626,North Dakota,ND,2003,Annual Change (%),3.47
1627,North Dakota,ND,2004,Annual Change (%),6.52
1628,North Dakota,ND,2005,Annual Change (%),8.17
1629,North Dakota,ND,2006,Annual Change (%),6.33
1630,North Dakota,ND,2007,Annual Change (%),4.49
1631,North Dakota,ND,2008,Annual Change (%),2.51
1632,North Dakota,ND,2009,Annual Change (%),1.03
1633,North Dakota,ND,2010,Annual Change (%),1.33
1634,North Dakota,ND,2011,Annual Change (%),3.21
1635,North Dakota,ND,2012,Annual Change (%),5.28
1636,North Dakota,ND,2013,Annual Change (%),8.42
1637,North Dakota,ND,2014,Annual Change (%),7.75
1638,North Dakota,ND,2015,Annual Change (%),4.45
1639,North Dakota,ND,2016,Annual Change (%),2.35
1640,North Dakota,ND,2017,Annual Change (%),1.16
1641,North Dakota,ND,2018,Annual Change (%),1.35
1642,North Dakota,ND,2019,Annual Change (%),2.24
1643,North Dakota,ND,2020,Annual Change (%),0.99
1644,North Dakota,ND,2021,Annual Change (%),4.80
1645,Ohio,OH,1975,Annual Change (%),.
1646,Ohio,OH,1976,Annual Change (%),7.41
1647,Ohio,OH,1977,Annual Change (%),10.49
1648,Ohio,OH,1978,Annual Change (%),13.45
1649,Ohio,OH,1979,Annual Change (%),12.14
1650,Ohio,OH,1980,Annual Change (%),4.03
1651,Ohio,OH,1981,Annual Change (%),1.60
1652,Ohio,OH,1982,Annual Change (%),-5.41
1653,Ohio,OH,1983,Annual Change (%),7.95
1654,Ohio,OH,1984,Annual Change (%),2.22
1655,Ohio,OH,1985,Annual Change (%),2.06
1656,Ohio,OH,1986,Annual Change (%),3.64
1657,Ohio,OH,1987,Annual Change (%),5.32
1658,Ohio,OH,1988,Annual Change (%),7.41
1659,Ohio,OH,1989,Annual Change (%),5.13
1660,Ohio,OH,1990,Annual Change (%),4.19
1661,Ohio,OH,1991,Annual Change (%),3.52
1662,Ohio,OH,1992,Annual Change (%),3.16
1663,Ohio,OH,1993,Annual Change (%),3.23
1664,Ohio,OH,1994,Annual Change (%),4.07
1665,Ohio,OH,1995,Annual Change (%),5.25
1666,Ohio,OH,1996,Annual Change (%),4.26
1667,Ohio,OH,1997,Annual Change (%),4.31
1668,Ohio,OH,1998,Annual Change (%),3.55
1669,Ohio,OH,1999,Annual Change (%),3.47
1670,Ohio,OH,2000,Annual Change (%),4.63
1671,Ohio,OH,2001,Annual Change (%),4.23
1672,Ohio,OH,2002,Annual Change (%),2.33
1673,Ohio,OH,2003,Annual Change (%),1.65
1674,Ohio,OH,2004,Annual Change (%),3.11
1675,Ohio,OH,2005,Annual Change (%),3.47
1676,Ohio,OH,2006,Annual Change (%),0.66
1677,Ohio,OH,2007,Annual Change (%),-1.17
1678,Ohio,OH,2008,Annual Change (%),-2.41
1679,Ohio,OH,2009,Annual Change (%),-3.12
1680,Ohio,OH,2010,Annual Change (%),-3.43
1681,Ohio,OH,2011,Annual Change (%),-3.65
1682,Ohio,OH,2012,Annual Change (%),-1.65
1683,Ohio,OH,2013,Annual Change (%),0.27
1684,Ohio,OH,2014,Annual Change (%),3.33
1685,Ohio,OH,2015,Annual Change (%),3.46
1686,Ohio,OH,2016,Annual Change (%),3.88
1687,Ohio,OH,2017,Annual Change (%),4.91
1688,Ohio,OH,2018,Annual Change (%),5.72
1689,Ohio,OH,2019,Annual Change (%),4.72
1690,Ohio,OH,2020,Annual Change (%),4.10
1691,Ohio,OH,2021,Annual Change (%),10.97
1692,Oklahoma,OK,1975,Annual Change (%),.
1693,Oklahoma,OK,1976,Annual Change (%),10.93
1694,Oklahoma,OK,1977,Annual Change (%),9.49
1695,Oklahoma,OK,1978,Annual Change (%),21.51
1696,Oklahoma,OK,1979,Annual Change (%),15.51
1697,Oklahoma,OK,1980,Annual Change (%),10.75
1698,Oklahoma,OK,1981,Annual Change (%),9.04
1699,Oklahoma,OK,1982,Annual Change (%),9.74
1700,Oklahoma,OK,1983,Annual Change (%),3.46
1701,Oklahoma,OK,1984,Annual Change (%),-3.17
1702,Oklahoma,OK,1985,Annual Change (%),-3.67
1703,Oklahoma,OK,1986,Annual Change (%),-2.83
1704,Oklahoma,OK,1987,Annual Change (%),-7.15
1705,Oklahoma,OK,1988,Annual Change (%),-8.76
1706,Oklahoma,OK,1989,Annual Change (%),2.89
1707,Oklahoma,OK,1990,Annual Change (%),1.19
1708,Oklahoma,OK,1991,Annual Change (%),3.21
1709,Oklahoma,OK,1992,Annual Change (%),2.77
1710,Oklahoma,OK,1993,Annual Change (%),3.60
1711,Oklahoma,OK,1994,Annual Change (%),3.72
1712,Oklahoma,OK,1995,Annual Change (%),3.67
1713,Oklahoma,OK,1996,Annual Change (%),3.69
1714,Oklahoma,OK,1997,Annual Change (%),3.04
1715,Oklahoma,OK,1998,Annual Change (%),4.11
1716,Oklahoma,OK,1999,Annual Change (%),3.72
1717,Oklahoma,OK,2000,Annual Change (%),4.61
1718,Oklahoma,OK,2001,Annual Change (%),4.92
1719,Oklahoma,OK,2002,Annual Change (%),3.33
1720,Oklahoma,OK,2003,Annual Change (%),2.86
1721,Oklahoma,OK,2004,Annual Change (%),3.89
1722,Oklahoma,OK,2005,Annual Change (%),4.93
1723,Oklahoma,OK,2006,Annual Change (%),4.57
1724,Oklahoma,OK,2007,Annual Change (%),3.88
1725,Oklahoma,OK,2008,Annual Change (%),1.74
1726,Oklahoma,OK,2009,Annual Change (%),-0.15
1727,Oklahoma,OK,2010,Annual Change (%),-0.64
1728,Oklahoma,OK,2011,Annual Change (%),-1.62
1729,Oklahoma,OK,2012,Annual Change (%),0.91
1730,Oklahoma,OK,2013,Annual Change (%),1.67
1731,Oklahoma,OK,2014,Annual Change (%),3.17
1732,Oklahoma,OK,2015,Annual Change (%),3.55
1733,Oklahoma,OK,2016,Annual Change (%),2.39
1734,Oklahoma,OK,2017,Annual Change (%),3.39
1735,Oklahoma,OK,2018,Annual Change (%),2.92
1736,Oklahoma,OK,2019,Annual Change (%),3.68
1737,Oklahoma,OK,2020,Annual Change (%),3.59
1738,Oklahoma,OK,2021,Annual Change (%),9.80
1739,Oregon,OR,1975,Annual Change (%),.
1740,Oregon,OR,1976,Annual Change (%),11.04
1741,Oregon,OR,1977,Annual Change (%),19.66
1742,Oregon,OR,1978,Annual Change (%),18.73
1743,Oregon,OR,1979,Annual Change (%),13.96
1744,Oregon,OR,1980,Annual Change (%),5.43
1745,Oregon,OR,1981,Annual Change (%),-4.40
1746,Oregon,OR,1982,Annual Change (%),2.72
1747,Oregon,OR,1983,Annual Change (%),1.30
1748,Oregon,OR,1984,Annual Change (%),-1.81
1749,Oregon,OR,1985,Annual Change (%),-0.99
1750,Oregon,OR,1986,Annual Change (%),0.23
1751,Oregon,OR,1987,Annual Change (%),0.59
1752,Oregon,OR,1988,Annual Change (%),4.24
1753,Oregon,OR,1989,Annual Change (%),9.13
1754,Oregon,OR,1990,Annual Change (%),13.63
1755,Oregon,OR,1991,Annual Change (%),8.79
1756,Oregon,OR,1992,Annual Change (%),6.10
1757,Oregon,OR,1993,Annual Change (%),7.01
1758,Oregon,OR,1994,Annual Change (%),8.45
1759,Oregon,OR,1995,Annual Change (%),10.75
1760,Oregon,OR,1996,Annual Change (%),6.28
1761,Oregon,OR,1997,Annual Change (%),6.55
1762,Oregon,OR,1998,Annual Change (%),3.63
1763,Oregon,OR,1999,Annual Change (%),2.43
1764,Oregon,OR,2000,Annual Change (%),3.78
1765,Oregon,OR,2001,Annual Change (%),4.55
1766,Oregon,OR,2002,Annual Change (%),3.57
1767,Oregon,OR,2003,Annual Change (%),2.96
1768,Oregon,OR,2004,Annual Change (%),8.77
1769,Oregon,OR,2005,Annual Change (%),16.46
1770,Oregon,OR,2006,Annual Change (%),16.06
1771,Oregon,OR,2007,Annual Change (%),5.38
1772,Oregon,OR,2008,Annual Change (%),-2.71
1773,Oregon,OR,2009,Annual Change (%),-9.74
1774,Oregon,OR,2010,Annual Change (%),-8.10
1775,Oregon,OR,2011,Annual Change (%),-6.81
1776,Oregon,OR,2012,Annual Change (%),-1.50
1777,Oregon,OR,2013,Annual Change (%),6.15
1778,Oregon,OR,2014,Annual Change (%),9.55
1779,Oregon,OR,2015,Annual Change (%),7.78
1780,Oregon,OR,2016,Annual Change (%),10.85
1781,Oregon,OR,2017,Annual Change (%),7.99
1782,Oregon,OR,2018,Annual Change (%),6.27
1783,Oregon,OR,2019,Annual Change (%),4.30
1784,Oregon,OR,2020,Annual Change (%),3.25
1785,Oregon,OR,2021,Annual Change (%),13.57
1786,Pennsylvania,PA,1975,Annual Change (%),.
1787,Pennsylvania,PA,1976,Annual Change (%),5.49
1788,Pennsylvania,PA,1977,Annual Change (%),5.61
1789,Pennsylvania,PA,1978,Annual Change (%),8.04
1790,Pennsylvania,PA,1979,Annual Change (%),11.84
1791,Pennsylvania,PA,1980,Annual Change (%),4.78
1792,Pennsylvania,PA,1981,Annual Change (%),4.03
1793,Pennsylvania,PA,1982,Annual Change (%),1.37
1794,Pennsylvania,PA,1983,Annual Change (%),5.45
1795,Pennsylvania,PA,1984,Annual Change (%),6.15
1796,Pennsylvania,PA,1985,Annual Change (%),5.85
1797,Pennsylvania,PA,1986,Annual Change (%),7.72
1798,Pennsylvania,PA,1987,Annual Change (%),11.97
1799,Pennsylvania,PA,1988,Annual Change (%),15.12
1800,Pennsylvania,PA,1989,Annual Change (%),6.22
1801,Pennsylvania,PA,1990,Annual Change (%),2.13
1802,Pennsylvania,PA,1991,Annual Change (%),1.43
1803,Pennsylvania,PA,1992,Annual Change (%),1.63
1804,Pennsylvania,PA,1993,Annual Change (%),0.96
1805,Pennsylvania,PA,1994,Annual Change (%),0.24
1806,Pennsylvania,PA,1995,Annual Change (%),1.00
1807,Pennsylvania,PA,1996,Annual Change (%),1.66
1808,Pennsylvania,PA,1997,Annual Change (%),1.39
1809,Pennsylvania,PA,1998,Annual Change (%),2.73
1810,Pennsylvania,PA,1999,Annual Change (%),2.50
1811,Pennsylvania,PA,2000,Annual Change (%),4.59
1812,Pennsylvania,PA,2001,Annual Change (%),5.85
1813,Pennsylvania,PA,2002,Annual Change (%),5.50
1814,Pennsylvania,PA,2003,Annual Change (%),4.55
1815,Pennsylvania,PA,2004,Annual Change (%),9.35
1816,Pennsylvania,PA,2005,Annual Change (%),11.39
1817,Pennsylvania,PA,2006,Annual Change (%),7.60
1818,Pennsylvania,PA,2007,Annual Change (%),2.46
1819,Pennsylvania,PA,2008,Annual Change (%),-0.76
1820,Pennsylvania,PA,2009,Annual Change (%),-3.28
1821,Pennsylvania,PA,2010,Annual Change (%),-2.52
1822,Pennsylvania,PA,2011,Annual Change (%),-2.39
1823,Pennsylvania,PA,2012,Annual Change (%),-1.73
1824,Pennsylvania,PA,2013,Annual Change (%),0.78
1825,Pennsylvania,PA,2014,Annual Change (%),1.96
1826,Pennsylvania,PA,2015,Annual Change (%),2.19
1827,Pennsylvania,PA,2016,Annual Change (%),2.50
1828,Pennsylvania,PA,2017,Annual Change (%),3.52
1829,Pennsylvania,PA,2018,Annual Change (%),4.34
1830,Pennsylvania,PA,2019,Annual Change (%),3.83
1831,Pennsylvania,PA,2020,Annual Change (%),3.34
1832,Pennsylvania,PA,2021,Annual Change (%),9.78
1833,Rhode Island,RI,1975,Annual Change (%),.
1834,Rhode Island,RI,1976,Annual Change (%),3.78
1835,Rhode Island,RI,1977,Annual Change (%),7.79
1836,Rhode Island,RI,1978,Annual Change (%),13.34
1837,Rhode Island,RI,1979,Annual Change (%),10.85
1838,Rhode Island,RI,1980,Annual Change (%),9.25
1839,Rhode Island,RI,1981,Annual Change (%),6.39
1840,Rhode Island,RI,1982,Annual Change (%),1.41
1841,Rhode Island,RI,1983,Annual Change (%),7.57
1842,Rhode Island,RI,1984,Annual Change (%),7.90
1843,Rhode Island,RI,1985,Annual Change (%),10.98
1844,Rhode Island,RI,1986,Annual Change (%),18.66
1845,Rhode Island,RI,1987,Annual Change (%),25.87
1846,Rhode Island,RI,1988,Annual Change (%),15.64
1847,Rhode Island,RI,1989,Annual Change (%),4.12
1848,Rhode Island,RI,1990,Annual Change (%),-1.46
1849,Rhode Island,RI,1991,Annual Change (%),-3.81
1850,Rhode Island,RI,1992,Annual Change (%),-2.20
1851,Rhode Island,RI,1993,Annual Change (%),-0.95
1852,Rhode Island,RI,1994,Annual Change (%),-1.62
1853,Rhode Island,RI,1995,Annual Change (%),-0.35
1854,Rhode Island,RI,1996,Annual Change (%),0.84
1855,Rhode Island,RI,1997,Annual Change (%),0.71
1856,Rhode Island,RI,1998,Annual Change (%),3.06
1857,Rhode Island,RI,1999,Annual Change (%),3.90
1858,Rhode Island,RI,2000,Annual Change (%),11.85
1859,Rhode Island,RI,2001,Annual Change (%),10.97
1860,Rhode Island,RI,2002,Annual Change (%),14.16
1861,Rhode Island,RI,2003,Annual Change (%),10.91
1862,Rhode Island,RI,2004,Annual Change (%),18.14
1863,Rhode Island,RI,2005,Annual Change (%),14.19
1864,Rhode Island,RI,2006,Annual Change (%),3.99
1865,Rhode Island,RI,2007,Annual Change (%),-2.40
1866,Rhode Island,RI,2008,Annual Change (%),-7.15
1867,Rhode Island,RI,2009,Annual Change (%),-9.53
1868,Rhode Island,RI,2010,Annual Change (%),-4.45
1869,Rhode Island,RI,2011,Annual Change (%),-4.63
1870,Rhode Island,RI,2012,Annual Change (%),-3.69
1871,Rhode Island,RI,2013,Annual Change (%),-0.15
1872,Rhode Island,RI,2014,Annual Change (%),3.08
1873,Rhode Island,RI,2015,Annual Change (%),4.44
1874,Rhode Island,RI,2016,Annual Change (%),4.76
1875,Rhode Island,RI,2017,Annual Change (%),5.91
1876,Rhode Island,RI,2018,Annual Change (%),6.26
1877,Rhode Island,RI,2019,Annual Change (%),4.43
1878,Rhode Island,RI,2020,Annual Change (%),4.38
1879,Rhode Island,RI,2021,Annual Change (%),13.32
1880,South Carolina,SC,1975,Annual Change (%),.
1881,South Carolina,SC,1976,Annual Change (%),5.48
1882,South Carolina,SC,1977,Annual Change (%),4.46
1883,South Carolina,SC,1978,Annual Change (%),10.24
1884,South Carolina,SC,1979,Annual Change (%),10.36
1885,South Carolina,SC,1980,Annual Change (%),9.93
1886,South Carolina,SC,1981,Annual Change (%),9.68
1887,South Carolina,SC,1982,Annual Change (%),3.79
1888,South Carolina,SC,1983,Annual Change (%),2.37
1889,South Carolina,SC,1984,Annual Change (%),3.29
1890,South Carolina,SC,1985,Annual Change (%),3.62
1891,South Carolina,SC,1986,Annual Change (%),3.26
1892,South Carolina,SC,1987,Annual Change (%),3.78
1893,South Carolina,SC,1988,Annual Change (%),4.36
1894,South Carolina,SC,1989,Annual Change (%),3.81
1895,South Carolina,SC,1990,Annual Change (%),2.91
1896,South Carolina,SC,1991,Annual Change (%),2.29
1897,South Carolina,SC,1992,Annual Change (%),2.02
1898,South Carolina,SC,1993,Annual Change (%),1.63
1899,South Carolina,SC,1994,Annual Change (%),2.25
1900,South Carolina,SC,1995,Annual Change (%),3.77
1901,South Carolina,SC,1996,Annual Change (%),3.92
1902,South Carolina,SC,1997,Annual Change (%),4.34
1903,South Carolina,SC,1998,Annual Change (%),4.33
1904,South Carolina,SC,1999,Annual Change (%),4.59
1905,South Carolina,SC,2000,Annual Change (%),5.32
1906,South Carolina,SC,2001,Annual Change (%),4.97
1907,South Carolina,SC,2002,Annual Change (%),2.70
1908,South Carolina,SC,2003,Annual Change (%),1.93
1909,South Carolina,SC,2004,Annual Change (%),4.02
1910,South Carolina,SC,2005,Annual Change (%),7.16
1911,South Carolina,SC,2006,Annual Change (%),7.34
1912,South Carolina,SC,2007,Annual Change (%),4.05
1913,South Carolina,SC,2008,Annual Change (%),0.54
1914,South Carolina,SC,2009,Annual Change (%),-2.91
1915,South Carolina,SC,2010,Annual Change (%),-5.42
1916,South Carolina,SC,2011,Annual Change (%),-3.96
1917,South Carolina,SC,2012,Annual Change (%),-2.02
1918,South Carolina,SC,2013,Annual Change (%),0.58
1919,South Carolina,SC,2014,Annual Change (%),2.93
1920,South Carolina,SC,2015,Annual Change (%),4.41
1921,South Carolina,SC,2016,Annual Change (%),4.69
1922,South Carolina,SC,2017,Annual Change (%),5.39
1923,South Carolina,SC,2018,Annual Change (%),5.91
1924,South Carolina,SC,2019,Annual Change (%),4.88
1925,South Carolina,SC,2020,Annual Change (%),3.26
1926,South Carolina,SC,2021,Annual Change (%),11.25
1927,South Dakota,SD,1975,Annual Change (%),.
1928,South Dakota,SD,1976,Annual Change (%),3.34
1929,South Dakota,SD,1977,Annual Change (%),10.17
1930,South Dakota,SD,1978,Annual Change (%),12.80
1931,South Dakota,SD,1979,Annual Change (%),11.65
1932,South Dakota,SD,1980,Annual Change (%),5.01
1933,South Dakota,SD,1981,Annual Change (%),-3.03
1934,South Dakota,SD,1982,Annual Change (%),12.36
1935,South Dakota,SD,1983,Annual Change (%),-6.52
1936,South Dakota,SD,1984,Annual Change (%),13.40
1937,South Dakota,SD,1985,Annual Change (%),-0.95
1938,South Dakota,SD,1986,Annual Change (%),3.10
1939,South Dakota,SD,1987,Annual Change (%),1.79
1940,South Dakota,SD,1988,Annual Change (%),-1.74
1941,South Dakota,SD,1989,Annual Change (%),3.22
1942,South Dakota,SD,1990,Annual Change (%),4.34
1943,South Dakota,SD,1991,Annual Change (%),4.24
1944,South Dakota,SD,1992,Annual Change (%),4.88
1945,South Dakota,SD,1993,Annual Change (%),6.47
1946,South Dakota,SD,1994,Annual Change (%),6.16
1947,South Dakota,SD,1995,Annual Change (%),5.08
1948,South Dakota,SD,1996,Annual Change (%),3.46
1949,South Dakota,SD,1997,Annual Change (%),4.20
1950,South Dakota,SD,1998,Annual Change (%),3.06
1951,South Dakota,SD,1999,Annual Change (%),3.21
1952,South Dakota,SD,2000,Annual Change (%),4.85
1953,South Dakota,SD,2001,Annual Change (%),4.13
1954,South Dakota,SD,2002,Annual Change (%),3.40
1955,South Dakota,SD,2003,Annual Change (%),2.42
1956,South Dakota,SD,2004,Annual Change (%),5.28
1957,South Dakota,SD,2005,Annual Change (%),6.78
1958,South Dakota,SD,2006,Annual Change (%),4.74
1959,South Dakota,SD,2007,Annual Change (%),3.54
1960,South Dakota,SD,2008,Annual Change (%),2.17
1961,South Dakota,SD,2009,Annual Change (%),-0.07
1962,South Dakota,SD,2010,Annual Change (%),-1.24
1963,South Dakota,SD,2011,Annual Change (%),-0.15
1964,South Dakota,SD,2012,Annual Change (%),1.10
1965,South Dakota,SD,2013,Annual Change (%),3.06
1966,South Dakota,SD,2014,Annual Change (%),3.34
1967,South Dakota,SD,2015,Annual Change (%),3.46
1968,South Dakota,SD,2016,Annual Change (%),4.49
1969,South Dakota,SD,2017,Annual Change (%),4.89
1970,South Dakota,SD,2018,Annual Change (%),4.63
1971,South Dakota,SD,2019,Annual Change (%),4.21
1972,South Dakota,SD,2020,Annual Change (%),2.90
1973,South Dakota,SD,2021,Annual Change (%),10.84
1974,Tennessee,TN,1975,Annual Change (%),.
1975,Tennessee,TN,1976,Annual Change (%),2.78
1976,Tennessee,TN,1977,Annual Change (%),9.23
1977,Tennessee,TN,1978,Annual Change (%),11.71
1978,Tennessee,TN,1979,Annual Change (%),8.42
1979,Tennessee,TN,1980,Annual Change (%),7.73
1980,Tennessee,TN,1981,Annual Change (%),3.91
1981,Tennessee,TN,1982,Annual Change (%),-0.44
1982,Tennessee,TN,1983,Annual Change (%),8.76
1983,Tennessee,TN,1984,Annual Change (%),2.67
1984,Tennessee,TN,1985,Annual Change (%),7.00
1985,Tennessee,TN,1986,Annual Change (%),5.39
1986,Tennessee,TN,1987,Annual Change (%),5.63
1987,Tennessee,TN,1988,Annual Change (%),3.25
1988,Tennessee,TN,1989,Annual Change (%),1.39
1989,Tennessee,TN,1990,Annual Change (%),0.48
1990,Tennessee,TN,1991,Annual Change (%),0.90
1991,Tennessee,TN,1992,Annual Change (%),2.23
1992,Tennessee,TN,1993,Annual Change (%),2.62
1993,Tennessee,TN,1994,Annual Change (%),4.49
1994,Tennessee,TN,1995,Annual Change (%),6.19
1995,Tennessee,TN,1996,Annual Change (%),4.58
1996,Tennessee,TN,1997,Annual Change (%),4.59
1997,Tennessee,TN,1998,Annual Change (%),3.96
1998,Tennessee,TN,1999,Annual Change (%),3.12
1999,Tennessee,TN,2000,Annual Change (%),3.36
2000,Tennessee,TN,2001,Annual Change (%),3.73
